date,author,author/_title,title,title/_title,title/_text,author/_text,pageUrl
"February 28, 2005",http://www.newyorker.com/contributors/umberto-eco,Umberto Eco,http://www.newyorker.com/magazine/2005/03/07/the-gorge,The Gorge,The Gorge,Umberto Eco,http://www.newyorker.com/magazine/fiction/page/52
"February 21, 2005",http://www.newyorker.com/contributors/aleksandar-hemon,Aleksandar Hemon,http://www.newyorker.com/magazine/2005/02/28/the-conductor,The Conductor,The Conductor,Aleksandar Hemon,http://www.newyorker.com/magazine/fiction/page/52
"February 7, 2005",http://www.newyorker.com/contributors/charles-dambrosio,Charles D'Ambrosio,http://www.newyorker.com/magazine/2005/02/14/up-north-2,Up North,Up North,Charles D'Ambrosio,http://www.newyorker.com/magazine/fiction/page/52
"January 31, 2005",http://www.newyorker.com/contributors/john-updike,John Updike,http://www.newyorker.com/magazine/2005/02/07/the-roads-of-home,The Roads of Home,The Roads of Home,John Updike,http://www.newyorker.com/magazine/fiction/page/52
"January 17, 2005",,,http://www.newyorker.com/magazine/2005/01/24/ice-5,Ice,Ice,,http://www.newyorker.com/magazine/fiction/page/52
"January 10, 2005",http://www.newyorker.com/contributors/lorrie-moore,Lorrie Moore,http://www.newyorker.com/magazine/2005/01/17/the-juniper-tree,THE JUNIPER TREE,THE JUNIPER TREE,Lorrie Moore,http://www.newyorker.com/magazine/fiction/page/52
"January 3, 2005",http://www.newyorker.com/contributors/edwidge-danticat,Edwidge Danticat,http://www.newyorker.com/magazine/2005/01/10/reading-lessons,Reading Lessons,Reading Lessons,Edwidge Danticat,http://www.newyorker.com/magazine/fiction/page/52
"December 13, 2004",http://www.newyorker.com/contributors/edward-p-jones,Edward P. Jones,http://www.newyorker.com/magazine/2004/12/20/adam-robinson,Adam Robinson,Adam Robinson,Edward P. Jones,http://www.newyorker.com/magazine/fiction/page/53
"December 13, 2004",http://www.newyorker.com/contributors/ian-mcewan,Ian McEwan,http://www.newyorker.com/magazine/2004/12/20/the-diagnosis,The Diagnosis,The Diagnosis,Ian McEwan,http://www.newyorker.com/magazine/fiction/page/53
"December 6, 2004",http://www.newyorker.com/contributors/louise-erdrich,Louise Erdrich,http://www.newyorker.com/magazine/2004/12/13/disaster-stamps-of-pluto,Disaster Stamps of Pluto,Disaster Stamps of Pluto,Louise Erdrich,http://www.newyorker.com/magazine/fiction/page/53
"November 22, 2004",http://www.newyorker.com/contributors/roddy-doyle,Roddy Doyle,http://www.newyorker.com/magazine/2004/11/29/the-joke-2,The Joke,The Joke,Roddy Doyle,http://www.newyorker.com/magazine/fiction/page/53
"November 15, 2004",http://www.newyorker.com/contributors/allan-gurganus,Allan Gurganus,http://www.newyorker.com/magazine/2004/11/22/my-heart-is-a-snake-farm,My Heart Is a Snake Farm,My Heart Is a Snake Farm,Allan Gurganus,http://www.newyorker.com/magazine/fiction/page/53
"November 1, 2004",,,http://www.newyorker.com/magazine/2004/11/08/breakup-stories,Breakup Stories,Breakup Stories,,http://www.newyorker.com/magazine/fiction/page/53
"October 11, 2004",http://www.newyorker.com/contributors/rebecca-curtis,Rebecca Curtis,http://www.newyorker.com/magazine/2004/10/18/the-alpine-slide,The Alpine Slide,The Alpine Slide,Rebecca Curtis,http://www.newyorker.com/magazine/fiction/page/53
"October 4, 2004",http://www.newyorker.com/contributors/charles-dambrosio,Charles D'Ambrosio,http://www.newyorker.com/magazine/2004/10/11/the-scheme-of-things,The Scheme of Things,The Scheme of Things,Charles D'Ambrosio,http://www.newyorker.com/magazine/fiction/page/53
"September 27, 2004",http://www.newyorker.com/contributors/william-trevor,William Trevor,http://www.newyorker.com/magazine/2004/10/04/the-dressmakers-child,The Dressmaker’s Child,The Dressmaker’s Child,William Trevor,http://www.newyorker.com/magazine/fiction/page/53
"September 20, 2004",,,http://www.newyorker.com/magazine/2004/09/27/hanwell-in-hell,Hanwell in Hell,Hanwell in Hell,,http://www.newyorker.com/magazine/fiction/page/53
"September 13, 2004",http://www.newyorker.com/contributors/joyce-carol-oates,Joyce Carol Oates,http://www.newyorker.com/magazine/2004/09/20/spider-boy,Spider Boy,Spider Boy,Joyce Carol Oates,http://www.newyorker.com/magazine/fiction/page/54
"September 6, 2004",http://www.newyorker.com/contributors/marilynne-robinson,Marilynne Robinson,http://www.newyorker.com/magazine/2004/09/13/kansas,Kansas,Kansas,Marilynne Robinson,http://www.newyorker.com/magazine/fiction/page/54
"August 30, 2004",http://www.newyorker.com/contributors/yoko-ogawa,Yoko Ogawa,http://www.newyorker.com/magazine/2004/09/06/the-cafeteria-in-the-evening-and-a-pool-in-the-rain,The Cafeteria in the Evening and a Pool in the Rain,The Cafeteria in the Evening and a Pool in the Rain,Yoko Ogawa,http://www.newyorker.com/magazine/fiction/page/54
"August 23, 2004",,,http://www.newyorker.com/magazine/2004/08/30/mothers-son,Mother’s Son,Mother’s Son,,http://www.newyorker.com/magazine/fiction/page/54
"August 16, 2004",http://www.newyorker.com/contributors/gina-ochsner,Gina Ochsner,http://www.newyorker.com/magazine/2004/08/23/the-fractious-south,The Fractious South,The Fractious South,Gina Ochsner,http://www.newyorker.com/magazine/fiction/page/54
"August 2, 2004",http://www.newyorker.com/contributors/george-saunders,George Saunders,http://www.newyorker.com/magazine/2004/08/09/adams,Adams,Adams,George Saunders,http://www.newyorker.com/magazine/fiction/page/54
"July 26, 2004",http://www.newyorker.com/contributors/richard-ford,Richard Ford,http://www.newyorker.com/magazine/2004/08/02/the-shore-2,The Shore,The Shore,Richard Ford,http://www.newyorker.com/magazine/fiction/page/54
"July 5, 2004",http://www.newyorker.com/contributors/judy-budnitz,Judy Budnitz,http://www.newyorker.com/magazine/2004/07/12/miracle-7,Miracle,Miracle,Judy Budnitz,http://www.newyorker.com/magazine/fiction/page/54
"June 28, 2004",http://www.newyorker.com/contributors/john-updike,John Updike,http://www.newyorker.com/magazine/2004/07/05/elsie-by-starlight,Elsie By Starlight,Elsie By Starlight,John Updike,http://www.newyorker.com/magazine/fiction/page/54
"June 21, 2004",http://www.newyorker.com/contributors/louise-erdrich,Louise Erdrich,http://www.newyorker.com/magazine/2004/06/28/the-plague-of-doves,The Plague of Doves,The Plague of Doves,Louise Erdrich,http://www.newyorker.com/magazine/fiction/page/54
"June 7, 2004",http://www.newyorker.com/contributors/aleksandar-hemon,Aleksandar Hemon,http://www.newyorker.com/magazine/2004/06/14/szmuras-room,Szmura’s Room,Szmura’s Room,Aleksandar Hemon,http://www.newyorker.com/magazine/fiction/page/55
"May 31, 2004",http://www.newyorker.com/contributors/v-s-naipaul,V. S. Naipaul,http://www.newyorker.com/magazine/2004/06/07/suckers,Suckers,Suckers,V. S. Naipaul,http://www.newyorker.com/magazine/fiction/page/55
"May 24, 2004",http://www.newyorker.com/contributors/david-means,David Means,http://www.newyorker.com/magazine/2004/05/31/the-secret-goldfish,The Secret Goldfish,The Secret Goldfish,David Means,http://www.newyorker.com/magazine/fiction/page/55
"May 17, 2004",http://www.newyorker.com/contributors/jhumpa-lahiri,Jhumpa Lahiri,http://www.newyorker.com/magazine/2004/05/24/hell-heaven,Hell-Heaven,Hell-Heaven,Jhumpa Lahiri,http://www.newyorker.com/magazine/fiction/page/55
"May 10, 2004",http://www.newyorker.com/contributors/andrew-sean-greer,Andrew Sean Greer,http://www.newyorker.com/magazine/2004/05/17/the-islanders,The Islanders,The Islanders,Andrew Sean Greer,http://www.newyorker.com/magazine/fiction/page/55
"May 3, 2004",http://www.newyorker.com/contributors/edward-p-jones,Edward P. Jones,http://www.newyorker.com/magazine/2004/05/03/old-boys-old-girls,"Old Boys, Old Girls","Old Boys, Old Girls",Edward P. Jones,http://www.newyorker.com/magazine/fiction/page/55
"May 3, 2004",http://www.newyorker.com/contributors/ma-jian,Ma Jian,http://www.newyorker.com/magazine/2004/05/10/the-abandoner,The Abandoner,The Abandoner,Ma Jian,http://www.newyorker.com/magazine/fiction/page/55
"April 12, 2004",http://www.newyorker.com/contributors/steven-millhauser,Steven Millhauser,http://www.newyorker.com/magazine/2004/04/19/cat-n-mouse,Cat ‘N’ Mouse,Cat ‘N’ Mouse,Steven Millhauser,http://www.newyorker.com/magazine/fiction/page/55
"April 5, 2004",http://www.newyorker.com/contributors/ann-beattie,Ann Beattie,http://www.newyorker.com/magazine/2004/04/12/the-rabbit-hole-as-likely-explanation,The Rabbit Hole As Likely Explanation,The Rabbit Hole As Likely Explanation,Ann Beattie,http://www.newyorker.com/magazine/fiction/page/55
"March 29, 2004",http://www.newyorker.com/contributors/jonathan-lethem,Jonathan Lethem,http://www.newyorker.com/magazine/2004/04/05/super-goat-man,Super Goat Man,Super Goat Man,Jonathan Lethem,http://www.newyorker.com/magazine/fiction/page/55
"March 22, 2004",http://www.newyorker.com/contributors/jim-harrison,Jim Harrison,http://www.newyorker.com/magazine/2004/03/29/father-daughter,Father Daughter,Father Daughter,Jim Harrison,http://www.newyorker.com/magazine/fiction/page/56
"March 15, 2004",http://www.newyorker.com/contributors/alice-munro,Alice Munro,http://www.newyorker.com/magazine/2004/03/22/passion-8,Passion,Passion,Alice Munro,http://www.newyorker.com/magazine/fiction/page/56
"March 8, 2004",http://www.newyorker.com/contributors/martin-amis,Martin Amis,http://www.newyorker.com/magazine/2004/03/15/in-the-palace-of-the-end,In the Palace of the End,In the Palace of the End,Martin Amis,http://www.newyorker.com/magazine/fiction/page/56
"March 1, 2004",http://www.newyorker.com/contributors/hanif-kureishi,Hanif Kureishi,http://www.newyorker.com/magazine/2004/03/08/long-ago-yesterday,Long Ago Yesterday,Long Ago Yesterday,Hanif Kureishi,http://www.newyorker.com/magazine/fiction/page/56
"February 23, 2004",http://www.newyorker.com/contributors/t-coraghessan-boyle,T. Coraghessan Boyle,http://www.newyorker.com/magazine/2004/03/01/chicxulub,Chicxulub,Chicxulub,T. Coraghessan Boyle,http://www.newyorker.com/magazine/fiction/page/56
"February 9, 2004",http://www.newyorker.com/contributors/andrea-lee,Andrea Lee,http://www.newyorker.com/magazine/2004/02/16/la-ragazza,La Ragazza,La Ragazza,Andrea Lee,http://www.newyorker.com/magazine/fiction/page/56
"February 2, 2004",http://www.newyorker.com/contributors/nicole-krauss,Nicole Krauss,http://www.newyorker.com/magazine/2004/02/09/the-last-words-on-earth,The Last Words on Earth,The Last Words on Earth,Nicole Krauss,http://www.newyorker.com/magazine/fiction/page/56
"January 26, 2004",http://www.newyorker.com/contributors/john-updike,John Updike,http://www.newyorker.com/magazine/2004/02/02/delicate-wives,Delicate Wives,Delicate Wives,John Updike,http://www.newyorker.com/magazine/fiction/page/56
"January 19, 2004",http://www.newyorker.com/contributors/antonya-nelson,Antonya Nelson,http://www.newyorker.com/magazine/2004/01/26/eminent-domain,Eminent Domain,Eminent Domain,Antonya Nelson,http://www.newyorker.com/magazine/fiction/page/56
"January 12, 2004",http://www.newyorker.com/contributors/george-saunders,George Saunders,http://www.newyorker.com/magazine/2004/01/19/bohemians,Bohemians,Bohemians,George Saunders,http://www.newyorker.com/magazine/fiction/page/56
"January 5, 2004",http://www.newyorker.com/contributors/chang-rae-lee,Chang-rae Lee,http://www.newyorker.com/magazine/2004/01/12/daisy,Daisy,Daisy,Chang-rae Lee,http://www.newyorker.com/magazine/fiction/page/57
"December 29, 2003",http://www.newyorker.com/contributors/lara-vapnyar,Lara Vapnyar,http://www.newyorker.com/magazine/2004/01/05/broccoli,Broccoli,Broccoli,Lara Vapnyar,http://www.newyorker.com/magazine/fiction/page/57
"December 15, 2003",http://www.newyorker.com/contributors/lorrie-moore,Lorrie Moore,http://www.newyorker.com/magazine/2003/12/22/debarking,Debarking,Debarking,Lorrie Moore,http://www.newyorker.com/magazine/fiction/page/57
"December 15, 2003",http://www.newyorker.com/contributors/edward-p-jones,Edward P. Jones,http://www.newyorker.com/magazine/2003/12/22/all-aunt-hagars-children,All Aunt Hagar’s Children,All Aunt Hagar’s Children,Edward P. Jones,http://www.newyorker.com/magazine/fiction/page/57
"December 15, 2003",http://www.newyorker.com/contributors/yiyun-li,Yiyun Li,http://www.newyorker.com/magazine/2003/12/22/extra-4,Extra,Extra,Yiyun Li,http://www.newyorker.com/magazine/fiction/page/57
"December 8, 2003",http://www.newyorker.com/contributors/roddy-doyle,Roddy Doyle,http://www.newyorker.com/magazine/2003/12/15/recuperation,Recuperation,Recuperation,Roddy Doyle,http://www.newyorker.com/magazine/fiction/page/57
"December 1, 2003",http://www.newyorker.com/contributors/charles-dambrosio,Charles D'Ambrosio,http://www.newyorker.com/magazine/2003/12/08/screenwriter,Screenwriter,Screenwriter,Charles D'Ambrosio,http://www.newyorker.com/magazine/fiction/page/57
"November 24, 2003",,,http://www.newyorker.com/magazine/2003/12/01/sunstroke,Sunstroke,Sunstroke,,http://www.newyorker.com/magazine/fiction/page/57
"November 17, 2003",http://www.newyorker.com/contributors/julian-barnes,Julian Barnes,http://www.newyorker.com/magazine/2003/11/24/trespass,Trespass,Trespass,Julian Barnes,http://www.newyorker.com/magazine/fiction/page/57
"November 10, 2003",http://www.newyorker.com/contributors/haruki-murakami,Haruki Murakami,http://www.newyorker.com/magazine/2003/11/17/hunting-knife,Hunting Knife,Hunting Knife,Haruki Murakami,http://www.newyorker.com/magazine/fiction/page/57
"November 3, 2003",http://www.newyorker.com/contributors/t-coraghessan-boyle,T. Coraghessan Boyle,http://www.newyorker.com/magazine/2003/11/10/tooth-and-claw,Tooth and Claw,Tooth and Claw,T. Coraghessan Boyle,http://www.newyorker.com/magazine/fiction/page/58
"October 27, 2003",http://www.newyorker.com/contributors/tony-earley,Tony Earley,http://www.newyorker.com/magazine/2003/11/03/have-you-seen-the-stolen-girl,Have You Seen the Stolen Girl?,Have You Seen the Stolen Girl?,Tony Earley,http://www.newyorker.com/magazine/fiction/page/58
"October 20, 2003",http://www.newyorker.com/contributors/louise-erdrich,Louise Erdrich,http://www.newyorker.com/magazine/2003/10/27/love-snares,Love Snares,Love Snares,Louise Erdrich,http://www.newyorker.com/magazine/fiction/page/58
"October 13, 2003",http://www.newyorker.com/contributors/donald-antrim,Donald Antrim,http://www.newyorker.com/magazine/2003/10/20/pond-with-mud,"Pond, With Mud","Pond, With Mud",Donald Antrim,http://www.newyorker.com/magazine/fiction/page/58
"October 6, 2003",http://www.newyorker.com/contributors/a-s-byatt,A. S. Byatt,http://www.newyorker.com/magazine/2003/10/13/a-stone-woman,A Stone Woman,A Stone Woman,A. S. Byatt,http://www.newyorker.com/magazine/fiction/page/58
"September 29, 2003",http://www.newyorker.com/contributors/tim-parks,Tim Parks,http://www.newyorker.com/magazine/2003/10/06/in-defiance-of-club-rules,In Defiance of Club Rules,In Defiance of Club Rules,Tim Parks,http://www.newyorker.com/magazine/fiction/page/58
"September 15, 2003",http://www.newyorker.com/contributors/tessa-hadley,Tessa Hadley,http://www.newyorker.com/magazine/2003/09/15/the-surrogate,The Surrogate,The Surrogate,Tessa Hadley,http://www.newyorker.com/magazine/fiction/page/58
"September 15, 2003",,,http://www.newyorker.com/magazine/2003/09/22/vicious-circle-3,Vicious Circle,Vicious Circle,,http://www.newyorker.com/magazine/fiction/page/58
"September 1, 2003",http://www.newyorker.com/contributors/kevin-brockmeier,Kevin Brockmeier,http://www.newyorker.com/magazine/2003/09/08/the-brief-history-of-the-dead,The Brief History of the Dead,The Brief History of the Dead,Kevin Brockmeier,http://www.newyorker.com/magazine/fiction/page/58
"August 25, 2003",http://www.newyorker.com/contributors/dave-eggers,Dave Eggers,http://www.newyorker.com/magazine/2003/09/01/measuring-the-jump,Measuring the Jump,Measuring the Jump,Dave Eggers,http://www.newyorker.com/magazine/fiction/page/58
"August 11, 2003",http://www.newyorker.com/contributors/annie-proulx,Annie Proulx,http://www.newyorker.com/magazine/2003/08/18/what-kind-of-furniture-would-jesus-pick,What Kind of Furniture Would Jesus Pick?,What Kind of Furniture Would Jesus Pick?,Annie Proulx,http://www.newyorker.com/magazine/fiction/page/59
"August 4, 2003",http://www.newyorker.com/contributors/alice-munro,Alice Munro,http://www.newyorker.com/magazine/2003/08/11/runaway-4,Runaway,Runaway,Alice Munro,http://www.newyorker.com/magazine/fiction/page/59
"July 28, 2003",http://www.newyorker.com/contributors/edward-p-jones,Edward P. Jones,http://www.newyorker.com/magazine/2003/08/04/a-rich-man,A Rich Man,A Rich Man,Edward P. Jones,http://www.newyorker.com/magazine/fiction/page/59
"July 21, 2003",http://www.newyorker.com/contributors/jonathan-lethem,Jonathan Lethem,http://www.newyorker.com/magazine/2003/07/28/view-from-a-headlock,View From a Headlock,View From a Headlock,Jonathan Lethem,http://www.newyorker.com/magazine/fiction/page/59
"July 7, 2003",http://www.newyorker.com/contributors/tobias-wolff,Tobias Wolff,http://www.newyorker.com/magazine/2003/07/14/the-benefit-of-the-doubt,The Benefit of the Doubt,The Benefit of the Doubt,Tobias Wolff,http://www.newyorker.com/magazine/fiction/page/59
"June 30, 2003",http://www.newyorker.com/contributors/john-updike,John Updike,http://www.newyorker.com/magazine/2003/07/07/the-walk-with-elizanne,The Walk With Elizanne,The Walk With Elizanne,John Updike,http://www.newyorker.com/magazine/fiction/page/59
"June 23, 2003",http://www.newyorker.com/contributors/stephen-king,Stephen King,http://www.newyorker.com/magazine/2003/06/30/harveys-dream,Harvey’s Dream,Harvey’s Dream,Stephen King,http://www.newyorker.com/magazine/fiction/page/59
"June 9, 2003",http://www.newyorker.com/contributors/jhumpa-lahiri,Jhumpa Lahiri,http://www.newyorker.com/magazine/2003/06/16/gogol,Gogol,Gogol,Jhumpa Lahiri,http://www.newyorker.com/magazine/fiction/page/59
"June 2, 2003",http://www.newyorker.com/contributors/haruki-murakami,Haruki Murakami,http://www.newyorker.com/magazine/2003/06/09/the-folklore-of-our-times,The Folklore of Our Times,The Folklore of Our Times,Haruki Murakami,http://www.newyorker.com/magazine/fiction/page/59
"May 26, 2003",http://www.newyorker.com/contributors/gao-xingjian,Gao Xingjian,http://www.newyorker.com/magazine/2003/06/02/the-accident-5,The Accident,The Accident,Gao Xingjian,http://www.newyorker.com/magazine/fiction/page/59
"May 19, 2003",http://www.newyorker.com/contributors/leonard-michaels,Leonard Michaels,http://www.newyorker.com/magazine/2003/05/26/cryptology,Cryptology,Cryptology,Leonard Michaels,http://www.newyorker.com/magazine/fiction/page/60
"May 12, 2003",http://www.newyorker.com/contributors/david-bezmozgis,David Bezmozgis,http://www.newyorker.com/magazine/2003/05/19/tapka,Tapka,Tapka,David Bezmozgis,http://www.newyorker.com/magazine/fiction/page/60
"May 5, 2003",http://www.newyorker.com/contributors/e-l-doctorow,E. L. Doctorow,http://www.newyorker.com/magazine/2003/05/12/walter-john-harmon,Walter John Harmon,Walter John Harmon,E. L. Doctorow,http://www.newyorker.com/magazine/fiction/page/60
"April 28, 2003",http://www.newyorker.com/contributors/antonya-nelson,Antonya Nelson,http://www.newyorker.com/magazine/2003/05/05/dick,Dick,Dick,Antonya Nelson,http://www.newyorker.com/magazine/fiction/page/60
"April 21, 2003",http://www.newyorker.com/contributors/sherman-alexie,Sherman Alexie,http://www.newyorker.com/magazine/2003/04/21/what-you-pawn-i-will-redeem,What You Pawn I Will Redeem,What You Pawn I Will Redeem,Sherman Alexie,http://www.newyorker.com/magazine/fiction/page/60
"April 7, 2003",http://www.newyorker.com/contributors/maile-meloy,Maile Meloy,http://www.newyorker.com/magazine/2003/04/14/red-from-green,Red from Green,Red from Green,Maile Meloy,http://www.newyorker.com/magazine/fiction/page/60
"March 31, 2003",http://www.newyorker.com/contributors/margot-livesey,Margot Livesey,http://www.newyorker.com/magazine/2003/04/07/the-niece,The Niece,The Niece,Margot Livesey,http://www.newyorker.com/magazine/fiction/page/60
"March 24, 2003",http://www.newyorker.com/contributors/t-coraghessan-boyle,T. Coraghessan Boyle,http://www.newyorker.com/magazine/2003/03/31/when-i-woke-up-this-morning-everything-i-had-was-gone,"When I Woke Up This Morning, Everything I Had Was Gone","When I Woke Up This Morning, Everything I Had Was Gone",T. Coraghessan Boyle,http://www.newyorker.com/magazine/fiction/page/60
"March 17, 2003",http://www.newyorker.com/contributors/william-trevor,William Trevor,http://www.newyorker.com/magazine/2003/03/24/on-the-streets,On the Streets,On the Streets,William Trevor,http://www.newyorker.com/magazine/fiction/page/60
"March 10, 2003",http://www.newyorker.com/contributors/david-schickler,David Schickler,http://www.newyorker.com/magazine/2003/03/17/wes-amerigos-giant-fear,Wes Amerigo’s Giant Fear,Wes Amerigo’s Giant Fear,David Schickler,http://www.newyorker.com/magazine/fiction/page/60
