date,author,author/_title,title,title/_title,title/_text,author/_text,pageUrl
"April 15, 2013",http://www.newyorker.com/contributors/roberto-bolao,Roberto Bolaño,http://www.newyorker.com/magazine/2013/04/22/mexican-manifesto,Mexican Manifesto,Mexican Manifesto,Roberto Bolaño,http://www.newyorker.com/magazine/fiction/page/13
"April 8, 2013",http://www.newyorker.com/contributors/t-coraghessan-boyle,T. Coraghessan Boyle,http://www.newyorker.com/magazine/2013/04/15/the-night-of-the-satellite,The Night of the Satellite,The Night of the Satellite,T. Coraghessan Boyle,http://www.newyorker.com/magazine/fiction/page/13
"April 1, 2013",http://www.newyorker.com/contributors/tessa-hadley,Tessa Hadley,http://www.newyorker.com/magazine/2013/04/08/valentine-8,Valentine,Valentine,Tessa Hadley,http://www.newyorker.com/magazine/fiction/page/14
"March 25, 2013",http://www.newyorker.com/contributors/sarah-braunstein,Sarah Braunstein,http://www.newyorker.com/magazine/2013/04/01/marjorie-lemke,Marjorie Lemke,Marjorie Lemke,Sarah Braunstein,http://www.newyorker.com/magazine/fiction/page/14
"March 18, 2013",http://www.newyorker.com/contributors/ruth-prawer-jhabvala,Ruth Prawer Jhabvala,http://www.newyorker.com/magazine/2013/03/25/the-judges-will,The Judge’s Will,The Judge’s Will,Ruth Prawer Jhabvala,http://www.newyorker.com/magazine/fiction/page/14
"March 11, 2013",http://www.newyorker.com/contributors/chimamanda-ngozi-adichie,Chimamanda Ngozi Adichie,http://www.newyorker.com/magazine/2013/03/18/checking-out,Checking Out,Checking Out,Chimamanda Ngozi Adichie,http://www.newyorker.com/magazine/fiction/page/14
"March 4, 2013",http://www.newyorker.com/contributors/will-mackin,Will Mackin,http://www.newyorker.com/magazine/2013/03/11/kattekoppen,Kattekoppen,Kattekoppen,Will Mackin,http://www.newyorker.com/magazine/fiction/page/14
"March 4, 2013",http://www.newyorker.com/contributors/colm-tibn,Colm Tóibín,http://www.newyorker.com/magazine/2013/03/04/summer-of-38,Summer of ’38,Summer of ’38,Colm Tóibín,http://www.newyorker.com/magazine/fiction/page/14
"February 18, 2013",http://www.newyorker.com/contributors/paul-theroux,Paul Theroux,http://www.newyorker.com/magazine/2013/02/25/the-furies-2,The Furies,The Furies,Paul Theroux,http://www.newyorker.com/magazine/fiction/page/14
"February 4, 2013",http://www.newyorker.com/contributors/zadie-smith,Zadie Smith,http://www.newyorker.com/magazine/2013/02/11/the-embassy-of-cambodia,The Embassy of Cambodia,The Embassy of Cambodia,Zadie Smith,http://www.newyorker.com/magazine/fiction/page/14
"January 28, 2013",http://www.newyorker.com/contributors/nicole-krauss,Nicole Krauss,http://www.newyorker.com/magazine/2013/02/04/zusya-on-the-roof,Zusya on the Roof,Zusya on the Roof,Nicole Krauss,http://www.newyorker.com/magazine/fiction/page/14
"January 21, 2013",http://www.newyorker.com/contributors/kevin-canty,Kevin Canty,http://www.newyorker.com/magazine/2013/01/28/mayfly,Mayfly,Mayfly,Kevin Canty,http://www.newyorker.com/magazine/fiction/page/14
"January 14, 2013",http://www.newyorker.com/contributors/tessa-hadley,Tessa Hadley,http://www.newyorker.com/magazine/2013/01/21/experience-5,Experience,Experience,Tessa Hadley,http://www.newyorker.com/magazine/fiction/page/15
"January 7, 2013",http://www.newyorker.com/contributors/william-trevor,William Trevor,http://www.newyorker.com/magazine/2013/01/14/the-women-5,The Women,The Women,William Trevor,http://www.newyorker.com/magazine/fiction/page/15
"December 31, 2012",http://www.newyorker.com/contributors/rivka-galchen,Rivka Galchen,http://www.newyorker.com/magazine/2013/01/07/the-lost-order,The Lost Order,The Lost Order,Rivka Galchen,http://www.newyorker.com/magazine/fiction/page/15
"December 17, 2012",http://www.newyorker.com/contributors/marisa-silver,Marisa Silver,http://www.newyorker.com/magazine/2012/12/17/creatures,Creatures,Creatures,Marisa Silver,http://www.newyorker.com/magazine/fiction/page/15
"December 17, 2012",http://www.newyorker.com/contributors/thomas-pierce,Thomas Pierce,http://www.newyorker.com/magazine/2012/12/24/shirley-temple-three,Shirley Temple Three,Shirley Temple Three,Thomas Pierce,http://www.newyorker.com/magazine/fiction/page/15
"December 3, 2012",http://www.newyorker.com/contributors/steven-millhauser,Steven Millhauser,http://www.newyorker.com/magazine/2012/12/10/a-voice-in-the-night,A Voice in the Night,A Voice in the Night,Steven Millhauser,http://www.newyorker.com/magazine/fiction/page/15
"November 26, 2012",http://www.newyorker.com/contributors/antonya-nelson,Antonya Nelson,http://www.newyorker.com/magazine/2012/12/03/literally,Literally,Literally,Antonya Nelson,http://www.newyorker.com/magazine/fiction/page/15
"November 19, 2012",http://www.newyorker.com/contributors/mo-yan,Mo Yan,http://www.newyorker.com/magazine/2012/11/26/bull-2,Bull,Bull,Mo Yan,http://www.newyorker.com/magazine/fiction/page/15
"November 12, 2012",http://www.newyorker.com/contributors/maile-meloy,Maile Meloy,http://www.newyorker.com/magazine/2012/11/19/demeter,Demeter,Demeter,Maile Meloy,http://www.newyorker.com/magazine/fiction/page/15
"November 5, 2012",http://www.newyorker.com/contributors/david-gilbert,David Gilbert,http://www.newyorker.com/magazine/2012/11/12/member-guest,Member / Guest,Member / Guest,David Gilbert,http://www.newyorker.com/magazine/fiction/page/15
"October 22, 2012",http://www.newyorker.com/contributors/kevin-barry,Kevin Barry,http://www.newyorker.com/magazine/2012/10/29/ox-mountain-death-song,Ox Mountain Death Song,Ox Mountain Death Song,Kevin Barry,http://www.newyorker.com/magazine/fiction/page/16
"October 15, 2012",http://www.newyorker.com/contributors/callan-wink,Callan Wink,http://www.newyorker.com/magazine/2012/10/22/breatharians,Breatharians,Breatharians,Callan Wink,http://www.newyorker.com/magazine/fiction/page/16
"October 8, 2012",http://www.newyorker.com/contributors/george-saunders,George Saunders,http://www.newyorker.com/magazine/2012/10/15/the-semplica-girl-diaries,The Semplica-Girl Diaries,The Semplica-Girl Diaries,George Saunders,http://www.newyorker.com/magazine/fiction/page/16
"October 1, 2012",http://www.newyorker.com/contributors/lara-vapnyar,Lara Vapnyar,http://www.newyorker.com/magazine/2012/10/08/fischer-vs-spassky,Fischer Vs. Spassky,Fischer Vs. Spassky,Lara Vapnyar,http://www.newyorker.com/magazine/fiction/page/16
"September 24, 2012",http://www.newyorker.com/contributors/tony-earley,Tony Earley,http://www.newyorker.com/magazine/2012/10/01/jack-and-the-mad-dog,Jack And the Mad Dog,Jack And the Mad Dog,Tony Earley,http://www.newyorker.com/magazine/fiction/page/16
"September 17, 2012",http://www.newyorker.com/contributors/mohsin-hamid,Mohsin Hamid,http://www.newyorker.com/magazine/2012/09/24/the-third-born,The Third-Born,The Third-Born,Mohsin Hamid,http://www.newyorker.com/magazine/fiction/page/16
"September 10, 2012",http://www.newyorker.com/contributors/leonid-tsypkin,Leonid Tsypkin,http://www.newyorker.com/magazine/2012/09/17/the-last-few-kilometres,The Last Few Kilometres,The Last Few Kilometres,Leonid Tsypkin,http://www.newyorker.com/magazine/fiction/page/16
"September 3, 2012",http://www.newyorker.com/contributors/thomas-mcguane,Thomas McGuane,http://www.newyorker.com/magazine/2012/09/10/the-casserole,The Casserole,The Casserole,Thomas McGuane,http://www.newyorker.com/magazine/fiction/page/16
"August 27, 2012",http://www.newyorker.com/contributors/t-coraghessan-boyle,T. Coraghessan Boyle,http://www.newyorker.com/magazine/2012/09/03/birnam-wood,Birnam Wood,Birnam Wood,T. Coraghessan Boyle,http://www.newyorker.com/magazine/fiction/page/16
"August 20, 2012",http://www.newyorker.com/contributors/alice-munro,Alice Munro,http://www.newyorker.com/magazine/2012/08/27/amundsen,Amundsen,Amundsen,Alice Munro,http://www.newyorker.com/magazine/fiction/page/16
"August 6, 2012",http://www.newyorker.com/contributors/justin-taylor,Justin Taylor,http://www.newyorker.com/magazine/2012/08/13/after-ellen,After Ellen,After Ellen,Justin Taylor,http://www.newyorker.com/magazine/fiction/page/17
"July 30, 2012",http://www.newyorker.com/contributors/f-scott-fitzgerald,F. Scott Fitzgerald,http://www.newyorker.com/magazine/2012/08/06/thank-you-for-the-light,Thank You for the Light,Thank You for the Light,F. Scott Fitzgerald,http://www.newyorker.com/magazine/fiction/page/17
"July 23, 2012",http://www.newyorker.com/contributors/junot-daz,Junot Díaz,http://www.newyorker.com/magazine/2012/07/23/the-cheaters-guide-to-love,The Cheater’s Guide To Love,The Cheater’s Guide To Love,Junot Díaz,http://www.newyorker.com/magazine/fiction/page/17
"July 23, 2012",http://www.newyorker.com/contributors/zadie-smith,Zadie Smith,http://www.newyorker.com/magazine/2012/07/30/permission-to-enter,Permission To Enter,Permission To Enter,Zadie Smith,http://www.newyorker.com/magazine/fiction/page/17
"July 2, 2012",http://www.newyorker.com/contributors/tessa-hadley,Tessa Hadley,http://www.newyorker.com/magazine/2012/07/09/an-abduction,An Abduction,An Abduction,Tessa Hadley,http://www.newyorker.com/magazine/fiction/page/17
"June 25, 2012",http://www.newyorker.com/contributors/paul-la-farge,Paul La Farge,http://www.newyorker.com/magazine/2012/07/02/another-life-2,Another Life,Another Life,Paul La Farge,http://www.newyorker.com/magazine/fiction/page/17
"June 18, 2012",http://www.newyorker.com/contributors/shani-boianjiu,Shani Boianjiu,http://www.newyorker.com/magazine/2012/06/25/means-of-suppressing-demonstrations,Means of Suppressing Demonstrations,Means of Suppressing Demonstrations,Shani Boianjiu,http://www.newyorker.com/magazine/fiction/page/17
"June 11, 2012",http://www.newyorker.com/contributors/ben-lerner,Ben Lerner,http://www.newyorker.com/magazine/2012/06/18/the-golden-vanity,The Golden Vanity,The Golden Vanity,Ben Lerner,http://www.newyorker.com/magazine/fiction/page/17
"May 28, 2012",http://www.newyorker.com/contributors/sam-lipsyte,Sam Lipsyte,http://www.newyorker.com/magazine/2012/06/04/the-republic-of-empathy,The Republic of Empathy,The Republic of Empathy,Sam Lipsyte,http://www.newyorker.com/magazine/fiction/page/17
"May 28, 2012",http://www.newyorker.com/contributors/jonathan-lethem,Jonathan Lethem,http://www.newyorker.com/magazine/2012/06/04/my-internet,My Internet,My Internet,Jonathan Lethem,http://www.newyorker.com/magazine/fiction/page/17
"May 28, 2012",http://www.newyorker.com/contributors/jennifer-egan,Jennifer Egan,http://www.newyorker.com/magazine/2012/06/04/black-box-2,Black Box,Black Box,Jennifer Egan,http://www.newyorker.com/magazine/fiction/page/18
"May 28, 2012",http://www.newyorker.com/contributors/junot-diaz,Junot Díaz,http://www.newyorker.com/magazine/2012/06/04/monstro,Monstro,Monstro,Junot Díaz,http://www.newyorker.com/magazine/fiction/page/18
"May 21, 2012",http://www.newyorker.com/contributors/maile-meloy,Maile Meloy,http://www.newyorker.com/magazine/2012/05/21/the-proxy-marriage,The Proxy Marriage,The Proxy Marriage,Maile Meloy,http://www.newyorker.com/magazine/fiction/page/18
"May 21, 2012",http://www.newyorker.com/contributors/lorrie-moore,Lorrie Moore,http://www.newyorker.com/magazine/2012/05/28/referential,Referential,Referential,Lorrie Moore,http://www.newyorker.com/magazine/fiction/page/18
"May 7, 2012",http://www.newyorker.com/contributors/peter-stamm,Peter Stamm,http://www.newyorker.com/magazine/2012/05/14/sweet-dreams,Sweet Dreams,Sweet Dreams,Peter Stamm,http://www.newyorker.com/magazine/fiction/page/18
"April 30, 2012",http://www.newyorker.com/contributors/louise-erdrich,Louise Erdrich,http://www.newyorker.com/magazine/2012/05/07/nero,Nero,Nero,Louise Erdrich,http://www.newyorker.com/magazine/fiction/page/18
"April 23, 2012",http://www.newyorker.com/contributors/ian-mcewan,Ian McEwan,http://www.newyorker.com/magazine/2012/04/30/hand-on-the-shoulder,Hand on the Shoulder,Hand on the Shoulder,Ian McEwan,http://www.newyorker.com/magazine/fiction/page/18
"April 16, 2012",http://www.newyorker.com/contributors/junot-diaz,Junot Díaz,http://www.newyorker.com/magazine/2012/04/23/miss-lora,Miss Lora,Miss Lora,Junot Díaz,http://www.newyorker.com/magazine/fiction/page/18
"April 9, 2012",http://www.newyorker.com/contributors/colum-mccann,Colum McCann,http://www.newyorker.com/magazine/2012/04/16/transatlantic-3,Transatlantic,Transatlantic,Colum McCann,http://www.newyorker.com/magazine/fiction/page/18
"April 2, 2012",http://www.newyorker.com/contributors/jonathan-lethem,Jonathan Lethem,http://www.newyorker.com/magazine/2012/04/09/the-porn-critic,The Porn Critic,The Porn Critic,Jonathan Lethem,http://www.newyorker.com/magazine/fiction/page/18
"March 26, 2012",http://www.newyorker.com/contributors/victor-lodato,Victor Lodato,http://www.newyorker.com/magazine/2012/04/02/p-e,P.E.,P.E.,Victor Lodato,http://www.newyorker.com/magazine/fiction/page/19
"March 19, 2012",http://www.newyorker.com/contributors/antonya-nelson,Antonya Nelson,http://www.newyorker.com/magazine/2012/03/26/chapter-two,Chapter Two,Chapter Two,Antonya Nelson,http://www.newyorker.com/magazine/fiction/page/19
"March 12, 2012",http://www.newyorker.com/contributors/rivka-galchen,Rivka Galchen,http://www.newyorker.com/magazine/2012/03/19/appreciation-7,Appreciation,Appreciation,Rivka Galchen,http://www.newyorker.com/magazine/fiction/page/19
"March 5, 2012",http://www.newyorker.com/contributors/donald-antrim,Donald Antrim,http://www.newyorker.com/magazine/2012/03/12/ever-since,Ever Since,Ever Since,Donald Antrim,http://www.newyorker.com/magazine/fiction/page/19
"February 27, 2012",http://www.newyorker.com/contributors/alice-munro,Alice Munro,http://www.newyorker.com/magazine/2012/03/05/haven-alice-munro,Haven,Haven,Alice Munro,http://www.newyorker.com/magazine/fiction/page/19
"February 20, 2012",http://www.newyorker.com/contributors/thomas-mcguane,Thomas McGuane,http://www.newyorker.com/magazine/2012/02/27/a-prairie-girl,A Prairie Girl,A Prairie Girl,Thomas McGuane,http://www.newyorker.com/magazine/fiction/page/19
"February 6, 2012",http://www.newyorker.com/contributors/michael-chabon,Michael Chabon,http://www.newyorker.com/magazine/2012/02/13/citizen-conn,Citizen Conn,Citizen Conn,Michael Chabon,http://www.newyorker.com/magazine/fiction/page/19
"January 30, 2012",http://www.newyorker.com/contributors/t-coraghessan-boyle,T. Coraghessan Boyle,http://www.newyorker.com/magazine/2012/02/06/los-gigantes,Los Gigantes,Los Gigantes,T. Coraghessan Boyle,http://www.newyorker.com/magazine/fiction/page/19
"January 23, 2012",http://www.newyorker.com/contributors/alice-mcdermott,Alice McDermott,http://www.newyorker.com/magazine/2012/01/30/someone,Someone,Someone,Alice McDermott,http://www.newyorker.com/magazine/fiction/page/19
"January 16, 2012",http://www.newyorker.com/contributors/roberto-bolano,Roberto Bolaño,http://www.newyorker.com/magazine/2012/01/23/labyrinth-roberto-bolano,Labyrinth,Labyrinth,Roberto Bolaño,http://www.newyorker.com/magazine/fiction/page/19
"January 9, 2012",http://www.newyorker.com/contributors/said-sayrafiezadeh,Saïd Sayrafiezadeh,http://www.newyorker.com/magazine/2012/01/16/a-brief-encounter-with-the-enemy,A Brief Encounter with the Enemy,A Brief Encounter with the Enemy,Saïd Sayrafiezadeh,http://www.newyorker.com/magazine/fiction/page/20
"January 2, 2012",http://www.newyorker.com/contributors/john-lanchester,John Lanchester,http://www.newyorker.com/magazine/2012/01/09/expectations-john-lanchester,Expectations,Expectations,John Lanchester,http://www.newyorker.com/magazine/fiction/page/20
"December 26, 2011",http://www.newyorker.com/contributors/etgar-keret,Etgar Keret,http://www.newyorker.com/magazine/2012/01/02/creative-writing,Creative Writing,Creative Writing,Etgar Keret,http://www.newyorker.com/magazine/fiction/page/20
"December 12, 2011",http://www.newyorker.com/contributors/margaret-atwood,Margaret Atwood,http://www.newyorker.com/magazine/2011/12/19/stone-mattress,Stone Mattress,Stone Mattress,Margaret Atwood,http://www.newyorker.com/magazine/fiction/page/20
"December 5, 2011",http://www.newyorker.com/contributors/nathan-englander,Nathan Englander,http://www.newyorker.com/magazine/2011/12/12/what-we-talk-about-when-we-talk-about-anne-frank,What We Talk About When We Talk About Anne Frank,What We Talk About When We Talk About Anne Frank,Nathan Englander,http://www.newyorker.com/magazine/fiction/page/20
"November 28, 2011",http://www.newyorker.com/contributors/cesar-aira,César Aira,http://www.newyorker.com/magazine/2011/12/05/the-musical-brain,The Musical Brain,The Musical Brain,César Aira,http://www.newyorker.com/magazine/fiction/page/20
"November 21, 2011",http://www.newyorker.com/contributors/alice-munro,Alice Munro,http://www.newyorker.com/magazine/2011/11/28/leaving-maverley,Leaving Maverley,Leaving Maverley,Alice Munro,http://www.newyorker.com/magazine/fiction/page/20
"November 14, 2011",http://www.newyorker.com/contributors/sam-lipsyte,Sam Lipsyte,http://www.newyorker.com/magazine/2011/11/21/the-climber-room,The Climber Room,The Climber Room,Sam Lipsyte,http://www.newyorker.com/magazine/fiction/page/20
"November 7, 2011",http://www.newyorker.com/contributors/steven-millhauser,Steven Millhauser,http://www.newyorker.com/magazine/2011/11/14/miracle-polish,Miracle Polish,Miracle Polish,Steven Millhauser,http://www.newyorker.com/magazine/fiction/page/20
"October 31, 2011",http://www.newyorker.com/contributors/tessa-hadley,Tessa Hadley,http://www.newyorker.com/magazine/2011/11/07/the-stain,The Stain,The Stain,Tessa Hadley,http://www.newyorker.com/magazine/fiction/page/20
